AIDA-URI,COMPONENT
http://purl.org/aida/Open+Access+publications+in+ecology%2C+botany%2C+multidisciplinary+science+and+biology+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+ecology%2C+botany%2C+multidisciplinary+science+and+biology+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+ecology%2C+botany%2C+multidisciplinary+science+and+biology+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Biology
http://purl.org/aida/Open+Access+publications+in+ecology%2C+botany%2C+multidisciplinary+science+and+biology+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Ecology
http://purl.org/aida/Open+Access+publications+in+ecology%2C+botany%2C+multidisciplinary+science+and+biology+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Science
http://purl.org/aida/Open+Access+publications+in+ecology%2C+botany%2C+multidisciplinary+science+and+biology+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Botany
http://purl.org/aida/Open+Access+publications+in+economics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+economics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+high+energy+physics%2C+mathematics%2C+astrophysics%2C+and+library+and+information+science+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Science
http://purl.org/aida/Open+Access+publications+in+high+energy+physics%2C+mathematics%2C+astrophysics%2C+and+library+and+information+science+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Mathematics
http://purl.org/aida/Open+Access+publications+in+high+energy+physics%2C+mathematics%2C+astrophysics%2C+and+library+and+information+science+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+high+energy+physics%2C+mathematics%2C+astrophysics%2C+and+library+and+information+science+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Astrophysics
http://purl.org/aida/Open+Access+publications+in+high+energy+physics%2C+mathematics%2C+astrophysics%2C+and+library+and+information+science+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Particle_physics
http://purl.org/aida/Open+Access+publications+in+high+energy+physics%2C+mathematics%2C+astrophysics%2C+and+library+and+information+science+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+civil+engineering+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+civil+engineering+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+civil+engineering+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Civil_engineering
http://purl.org/aida/Open+Access+publications+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+on+genetics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Genetics
http://purl.org/aida/Open+Access+publications+on+genetics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+on+genetics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+intensive+care+medicine+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+intensive+care+medicine+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+intensive+care+medicine+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Intensive-care_medicine
http://purl.org/aida/Open+Access+publications+in+the+social+sciences+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Social_science
http://purl.org/aida/Open+Access+publications+in+the+social+sciences+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+the+social+sciences+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+on+science+communication+and+information+resources+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Science_communication
http://purl.org/aida/Open+Access+publications+on+science+communication+and+information+resources+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+on+science+communication+and+information+resources+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+anthropology+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+anthropology+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+anthropology+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Anthropology
http://purl.org/aida/Open+Access+publications+in+agriculture+and+allied+subjects+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+agriculture+and+allied+subjects+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Agriculture
http://purl.org/aida/Open+Access+publications+in+agriculture+and+allied+subjects+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+the+legal+domain+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+the+legal+domain+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+library+and+information+science+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+library+and+information+science+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Science
http://purl.org/aida/Open+Access+publications+in+library+and+information+science+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+library+and+information+science+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+library+and+information+science+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Science
http://purl.org/aida/Open+Access+publications+in+library+and+information+science+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+high+energy+physics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+high+energy+physics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+high+energy+physics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Particle_physics
http://purl.org/aida/Open+Access+publications+in+agricultural+sciences+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+agricultural+sciences+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+agricultural+sciences+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Agricultural_science
http://purl.org/aida/Open+Access+publications+in+molecular+science+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Molecule
http://purl.org/aida/Open+Access+publications+in+molecular+science+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+molecular+science+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+ecology%2C+mathematics%2C+sociology%2C+and+economics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+ecology%2C+mathematics%2C+sociology%2C+and+economics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Ecology
http://purl.org/aida/Open+Access+publications+in+ecology%2C+mathematics%2C+sociology%2C+and+economics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Sociology
http://purl.org/aida/Open+Access+publications+in+ecology%2C+mathematics%2C+sociology%2C+and+economics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Mathematics
http://purl.org/aida/Open+Access+publications+in+ecology%2C+mathematics%2C+sociology%2C+and+economics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+Chinese+scientific+journals+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+Chinese+scientific+journals+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+mathematics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+mathematics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Mathematics
http://purl.org/aida/Open+Access+publications+in+mathematics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+ecology%2C+applied+mathematics%2C+sociology%2C+and+economics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+ecology%2C+applied+mathematics%2C+sociology%2C+and+economics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+ecology%2C+applied+mathematics%2C+sociology%2C+and+economics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Sociology
http://purl.org/aida/Open+Access+publications+in+ecology%2C+applied+mathematics%2C+sociology%2C+and+economics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Ecology
http://purl.org/aida/Open+Access+publications+in+ecology%2C+applied+mathematics%2C+sociology%2C+and+economics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Applied_mathematics
http://purl.org/aida/Open+Access+publications+in+astronomy+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+astronomy+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Astronomy
http://purl.org/aida/Open+Access+publications+in+astronomy+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+molecular+science+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Molecule
http://purl.org/aida/Open+Access+publications+in+molecular+science+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+molecular+science+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+clinical+trials+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+clinical+trials+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+clinical+trials+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Clinical_trial
http://purl.org/aida/Open+Access+publications+in+mathematics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+mathematics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Mathematics
http://purl.org/aida/Open+Access+publications+in+mathematics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+the+natural+sciences+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+the+natural+sciences+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Natural_science
http://purl.org/aida/Open+Access+publications+in+the+natural+sciences+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+astronomy+and+physics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Physics
http://purl.org/aida/Open+Access+publications+in+astronomy+and+physics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Astronomy
http://purl.org/aida/Open+Access+publications+in+astronomy+and+physics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+astronomy+and+physics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+solar+physics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+solar+physics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Sun
http://purl.org/aida/Open+Access+publications+in+solar+physics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+communication+studies+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+communication+studies+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+communication+studies+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Communication_studies
http://purl.org/aida/Open+Access+publications+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+astronomy+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+astronomy+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Astronomy
http://purl.org/aida/Open+Access+publications+in+astronomy+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+medicine+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+medicine+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+medicine+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Medicine
http://purl.org/aida/Open+Access+publications+in+mathematics%2C+electrical+engineering%2C+political+science%2C+and+philosophy+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Philosophy
http://purl.org/aida/Open+Access+publications+in+mathematics%2C+electrical+engineering%2C+political+science%2C+and+philosophy+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+mathematics%2C+electrical+engineering%2C+political+science%2C+and+philosophy+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Mathematics
http://purl.org/aida/Open+Access+publications+in+mathematics%2C+electrical+engineering%2C+political+science%2C+and+philosophy+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Political_science
http://purl.org/aida/Open+Access+publications+in+mathematics%2C+electrical+engineering%2C+political+science%2C+and+philosophy+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+mathematics%2C+electrical+engineering%2C+political+science%2C+and+philosophy+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Electrical_engineering
http://purl.org/aida/Open+Access+publications+in+physics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+physics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Physics
http://purl.org/aida/Open+Access+publications+in+physics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+astronomy+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+astronomy+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Astronomy
http://purl.org/aida/Open+Access+publications+in+astronomy+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+astronomy+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+astronomy+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Astronomy
http://purl.org/aida/Open+Access+publications+in+astronomy+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+computer+science+and+related+areas+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+computer+science+and+related+areas+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Computer_science
http://purl.org/aida/Open+Access+publications+in+computer+science+and+related+areas+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+economics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+economics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+orthopaedics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+orthopaedics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Orthopedic_surgery
http://purl.org/aida/Open+Access+publications+in+orthopaedics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+economics+and+business+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+economics+and+business+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+environmental+science+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+environmental+science+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+environmental+science+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Environmental_science
http://purl.org/aida/Open+Access+publications+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+conservation+biology+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+conservation+biology+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+conservation+biology+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Conservation_biology
http://purl.org/aida/Open+Access+publications+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+physiology+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+physiology+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+physiology+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Physiology
http://purl.org/aida/Open+Access+publications+in+the+humanities+and+social+sciences+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Social_science
http://purl.org/aida/Open+Access+publications+in+the+humanities+and+social+sciences+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+the+humanities+and+social+sciences+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+the+humanities+and+social+sciences+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Humanities
http://purl.org/aida/Open+Access+publications+in+distance+education+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+distance+education+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Distance_education
http://purl.org/aida/Open+Access+publications+in+distance+education+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+economics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+economics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+ophthalmology+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Ophthalmology
http://purl.org/aida/Open+Access+publications+in+ophthalmology+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+ophthalmology+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+biology+and+mathematics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+biology+and+mathematics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Biology
http://purl.org/aida/Open+Access+publications+in+biology+and+mathematics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Mathematics
http://purl.org/aida/Open+Access+publications+in+biology+and+mathematics+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
http://purl.org/aida/Open+Access+publications+in+biology+receive+on+average+more+citations+than+similar+publications+that+are+not+Open+Access.,http://dbpedia.org/resource/Open_access
